düzeltilmiş_hijri
tsl_dataset;;;;;;
Date;home;visitor;FT;hgoal;vgoal;result
1410-10-03;Boluspor;Galatasaray;1-0;1;0;H
1410-10-03;Altay;Genclerbirligi;0-3;0;3;A
1410-10-03;Malatyaspor;Adana Demirspor;4-0;4;0;H
1410-10-03;Bursaspor;Sariyer;0-1;0;1;A
1410-10-03;Adanaspor;Konyaspor;2-0;2;0;H
1410-10-10;Adana Demirspor;Boluspor;0-2;0;2;A
1410-10-10;Fenerbahce;MKE Ankaragucu;5-1;5;1;H
1410-10-10;Galatasaray;Bursaspor;5-1;5;1;H
1410-10-10;Sariyer;Trabzonspor;2-0;2;0;H
1410-10-10;Karsiyaka;Malatyaspor;1-0;1;0;H
1410-10-10;Zeytinburnuspor;Adanaspor;2-0;2;0;H
1410-10-10;Konyaspor;Altay;2-0;2;0;H
1410-10-10;Genclerbirligi;Samsunspor;1-0;1;0;H
1410-10-10;Sakaryaspor;Besiktas;0-3;0;3;A
1410-10-16;Besiktas;Fenerbahce;3-1;3;1;H
1410-10-16;Trabzonspor;Galatasaray;1-0;1;0;H
1410-10-17;Adanaspor;Sakaryaspor;4-1;4;1;H
1410-10-17;Altay;Zeytinburnuspor;0-1;0;1;A
1410-10-17;Boluspor;Karsiyaka;0-0;0;0;D
1410-10-17;Bursaspor;Adana Demirspor;4-0;4;0;H
1410-10-17;Genclerbirligi;Konyaspor;2-2;2;2;D
1410-10-17;Malatyaspor;MKE Ankaragucu;1-4;1;4;A
1410-10-17;Samsunspor;Sariyer;1-2;1;2;A
1410-10-24;Fenerbahce;Adanaspor;0-0;0;0;D
1410-10-24;Galatasaray;Sariyer;1-1;1;1;D
1410-10-24;Karsiyaka;Bursaspor;2-0;2;0;H
1410-10-24;Konyaspor;Samsunspor;2-0;2;0;H
1410-10-24;Malatyaspor;Besiktas;2-1;2;1;H
1410-10-24;MKE Ankaragucu;Boluspor;0-4;0;4;A
1410-10-24;Sakaryaspor;Altay;4-1;4;1;H
1410-10-24;Zeytinburnuspor;Genclerbirligi;2-0;2;0;H
1410-10-24;Adana Demirspor;Trabzonspor;0-1;0;1;A
1411-02-03;Gaziantepspor;Besiktas;0-1;0;1;A
1411-02-03;Galatasaray;Boluspor;1-1;1;1;D
1411-02-04;Fenerbahce;Aydinspor;1-6;1;6;A
1411-02-04;Adanaspor;Konyaspor;2-1;2;1;H
1411-02-04;Genclerbirligi;Zeytinburnuspor;2-0;2;0;H
1411-02-04;Karsiyaka;Trabzonspor;0-2;0;2;A
1411-02-04;Bakirkoyspor;MKE Ankaragucu;7-1;7;1;H
1411-02-04;Bursaspor;Sariyer;0-2;0;2;A
1411-02-10;Besiktas;Karsiyaka;1-1;1;1;D
1411-02-10;Boluspor;Fenerbahce;2-4;2;4;A
1411-02-11;Aydinspor;Gaziantepspor;0-0;0;0;D
1411-02-11;Konyaspor;Genclerbirligi;1-2;1;2;A
1411-02-11;MKE Ankaragucu;Adanaspor;2-0;2;0;H
1411-02-11;Sariyer;Bakirkoyspor;2-2;2;2;D
1411-02-11;Trabzonspor;Bursaspor;0-0;0;0;D
1411-02-11;Zeytinburnuspor;Galatasaray;0-1;0;1;A
1411-02-17;Fenerbahce;Zeytinburnuspor;0-0;0;0;D
1411-02-18;Aydinspor;Besiktas;3-5;3;5;A
1411-02-18;Bakirkoyspor;Trabzonspor;1-4;1;4;A
1411-02-18;Bursaspor;Karsiyaka;2-1;2;1;H
1411-02-18;Galatasaray;Konyaspor;2-1;2;1;H
1411-02-18;Gaziantepspor;Boluspor;2-0;2;0;H
1411-02-18;Genclerbirligi;MKE Ankaragucu;2-2;2;2;D
1411-02-18;Adanaspor;Sariyer;0-0;0;0;D
1411-02-24;Besiktas;Bursaspor;2-0;2;0;H
1411-02-24;Konyaspor;Fenerbahce;2-3;2;3;A
1411-02-24;Trabzonspor;Adanaspor;1-1;1;1;D
1411-02-25;Karsiyaka;Bakirkoyspor;2-1;2;1;H
1411-02-25;Zeytinburnuspor;Gaziantepspor;1-0;1;0;H
1411-02-25;Sariyer;Genclerbirligi;4-1;4;1;H
1411-02-25;Boluspor;Aydinspor;2-2;2;2;D
1411-02-25;MKE Ankaragucu;Galatasaray;0-1;0;1;A
1411-03-02;Bakirkoyspor;Bursaspor;1-2;1;2;A
1411-03-02;Galatasaray;Sariyer;5-1;5;1;H
1411-03-03;Adanaspor;Karsiyaka;3-2;3;2;H
1411-03-03;Aydinspor;Zeytinburnuspor;1-0;1;0;H
1411-03-03;Fenerbahce;MKE Ankaragucu;1-1;1;1;D
1411-03-03;Gaziantepspor;Konyaspor;3-2;3;2;H
1411-03-03;Genclerbirligi;Trabzonspor;2-1;2;1;H
1411-03-03;Boluspor;Besiktas;1-3;1;3;A
1411-03-09;Besiktas;Bakirkoyspor;2-0;2;0;H
1411-03-09;Sariyer;Fenerbahce;2-1;2;1;H
1411-03-09;Trabzonspor;Galatasaray;3-0;3;0;H
1411-03-10;Konyaspor;Aydinspor;1-1;1;1;D
1411-03-10;MKE Ankaragucu;Gaziantepspor;1-2;1;2;A
1411-03-10;Bursaspor;Adanaspor;3-1;3;1;H
1411-03-10;Karsiyaka;Genclerbirligi;2-1;2;1;H
1411-03-10;Zeytinburnuspor;Boluspor;2-2;2;2;D
1411-03-16;Fenerbahce;Trabzonspor;3-5;3;5;A
1411-03-17;Adanaspor;Bakirkoyspor;1-1;1;1;D
1411-03-17;Boluspor;Konyaspor;2-1;2;1;H
1411-03-17;Genclerbirligi;Bursaspor;2-1;2;1;H
1411-03-17;Gaziantepspor;Sariyer;1-1;1;1;D
1411-03-17;Galatasaray;Karsiyaka;6-1;6;1;H
1411-03-17;Zeytinburnuspor;Besiktas;0-0;0;0;D
1411-03-17;Aydinspor;MKE Ankaragucu;3-1;3;1;H
1411-03-30;Karsiyaka;Fenerbahce;2-6;2;6;A
1411-03-30;Trabzonspor;Gaziantepspor;4-2;4;2;H
1411-03-30;Konyaspor;Zeytinburnuspor;1-0;1;0;H
1411-03-30;MKE Ankaragucu;Boluspor;1-1;1;1;D
1411-03-30;Bakirkoyspor;Genclerbirligi;2-1;2;1;H
1411-03-30;Besiktas;Adanaspor;1-1;1;1;D
1411-03-30;Bursaspor;Galatasaray;0-1;0;1;A
1411-03-30;Sariyer;Aydinspor;1-1;1;1;D
1411-04-07;Aydinspor;Trabzonspor;2-2;2;2;D
1411-04-07;Galatasaray;Bakirkoyspor;2-1;2;1;H
1411-04-08;Boluspor;Sariyer;1-1;1;1;D
1411-04-08;Gaziantepspor;Karsiyaka;1-1;1;1;D
1411-04-08;Konyaspor;Besiktas;1-4;1;4;A
1411-04-08;Fenerbahce;Bursaspor;0-0;0;0;D
1411-04-08;Zeytinburnuspor;MKE Ankaragucu;1-2;1;2;A
1411-04-08;Genclerbirligi;Adanaspor;2-1;2;1;H
1411-04-14;Bakirkoyspor;Fenerbahce;2-2;2;2;D
1411-04-14;Besiktas;Genclerbirligi;0-0;0;0;D
1411-04-15;Adanaspor;Galatasaray;2-2;2;2;D
1411-04-15;Bursaspor;Gaziantepspor;0-1;0;1;A
1411-04-15;Karsiyaka;Aydinspor;2-0;2;0;H
1411-04-15;Sariyer;Zeytinburnuspor;3-1;3;1;H
1411-04-15;Trabzonspor;Boluspor;1-1;1;1;D
1411-04-15;MKE Ankaragucu;Konyaspor;3-0;3;0;H
1411-04-28;Boluspor;Karsiyaka;1-4;1;4;A
1411-04-28;Galatasaray;Genclerbirligi;2-0;2;0;H
1411-04-29;Aydinspor;Bursaspor;1-0;1;0;H
1411-04-29;Fenerbahce;Adanaspor;2-0;2;0;H
1411-04-29;Gaziantepspor;Bakirkoyspor;0-1;0;1;A
1411-04-29;Konyaspor;Sariyer;1-0;1;0;H
1411-04-29;MKE Ankaragucu;Besiktas;2-2;2;2;D
1411-04-29;Zeytinburnuspor;Trabzonspor;1-3;1;3;A
1411-05-06;Besiktas;Galatasaray;1-1;1;1;D
1411-05-07;Bursaspor;Boluspor;1-0;1;0;H
1411-05-07;Adanaspor;Gaziantepspor;3-0;3;0;H
1411-05-07;Bakirkoyspor;Aydinspor;3-1;3;1;H
1411-05-07;Genclerbirligi;Fenerbahce;3-0;3;0;H
1411-05-07;Karsiyaka;Zeytinburnuspor;0-0;0;0;D
1411-05-07;Sariyer;MKE Ankaragucu;1-0;1;0;H
1411-05-07;Trabzonspor;Konyaspor;3-1;3;1;H
1411-05-13;Fenerbahce;Galatasaray;1-2;1;2;A
1411-05-14;MKE Ankaragucu;Trabzonspor;1-0;1;0;H
1411-05-14;Aydinspor;Adanaspor;3-0;3;0;H
1411-05-14;Boluspor;Bakirkoyspor;2-0;2;0;H
1411-05-14;Sariyer;Besiktas;0-1;0;1;A
1411-05-14;Gaziantepspor;Genclerbirligi;4-1;4;1;H
1411-05-14;Zeytinburnuspor;Bursaspor;2-1;2;1;H
1411-05-14;Konyaspor;Karsiyaka;1-0;1;0;H
1411-05-20;Besiktas;Fenerbahce;1-1;1;1;D
1411-05-21;Karsiyaka;MKE Ankaragucu;0-2;0;2;A
1411-05-21;Trabzonspor;Sariyer;1-0;1;0;H
1411-05-21;Adanaspor;Boluspor;2-2;2;2;D
1411-05-21;Galatasaray;Gaziantepspor;1-0;1;0;H
1411-05-21;Bursaspor;Konyaspor;2-1;2;1;H
1411-05-21;Genclerbirligi;Aydinspor;1-1;1;1;D
1411-05-21;Bakirkoyspor;Zeytinburnuspor;0-0;0;0;D
1411-05-27;Zeytinburnuspor;Adanaspor;2-3;2;3;A
1411-05-27;MKE Ankaragucu;Bursaspor;3-0;3;0;H
1411-05-27;Sariyer;Karsiyaka;3-2;3;2;H
1411-05-27;Boluspor;Genclerbirligi;2-0;2;0;H
1411-05-27;Besiktas;Trabzonspor;3-2;3;2;H
1411-05-27;Aydinspor;Galatasaray;1-2;1;2;A
1411-05-27;Konyaspor;Bakirkoyspor;1-0;1;0;H
1411-05-27;Gaziantepspor;Fenerbahce;2-5;2;5;A
1411-07-10;Sariyer;Bursaspor;1-2;1;2;A
1411-07-11;Boluspor;Galatasaray;1-0;1;0;H
1411-07-11;Zeytinburnuspor;Genclerbirligi;1-0;1;0;H
1411-07-11;MKE Ankaragucu;Bakirkoyspor;0-2;0;2;A
1411-07-11;Trabzonspor;Karsiyaka;3-2;3;2;H
1411-07-11;Konyaspor;Adanaspor;2-0;2;0;H
1411-07-11;Besiktas;Gaziantepspor;3-0;3;0;H
1411-07-11;Aydinspor;Fenerbahce;1-5;1;5;A
1411-07-18;Karsiyaka;Besiktas;0-3;0;3;A
1411-07-18;Adanaspor;MKE Ankaragucu;3-5;3;5;A
1411-07-18;Genclerbirligi;Konyaspor;1-0;1;0;H
1411-07-18;Gaziantepspor;Aydinspor;1-0;1;0;H
1411-07-19;Bursaspor;Trabzonspor;1-3;1;3;A
1411-07-24;Konyaspor;Galatasaray;1-1;1;1;D
1411-07-24;Besiktas;Aydinspor;4-2;4;2;H
1411-07-25;Sariyer;Adanaspor;2-1;2;1;H
1411-07-25;Trabzonspor;Bakirkoyspor;4-1;4;1;H
1411-07-25;Zeytinburnuspor;Fenerbahce;0-1;0;1;A
1411-07-25;Boluspor;Gaziantepspor;2-0;2;0;H
1411-07-25;MKE Ankaragucu;Genclerbirligi;7-2;7;2;H
1411-07-25;Karsiyaka;Bursaspor;0-1;0;1;A
1411-08-01;Fenerbahce;Konyaspor;1-0;1;0;H
1411-08-02;Adanaspor;Trabzonspor;0-1;0;1;A
1411-08-02;Gaziantepspor;Zeytinburnuspor;1-0;1;0;H
1411-08-02;Genclerbirligi;Sariyer;1-2;1;2;A
1411-08-02;Aydinspor;Boluspor;3-3;3;3;D
1411-08-02;Bakirkoyspor;Karsiyaka;1-1;1;1;D
1411-08-02;Bursaspor;Besiktas;0-1;0;1;A
1411-08-02;Galatasaray;MKE Ankaragucu;0-0;0;0;D
1411-08-05;Galatasaray;Zeytinburnuspor;2-2;2;2;D
1411-08-05;Bakirkoyspor;Sariyer;2-0;2;0;H
1411-08-05;Fenerbahce;Boluspor;2-1;2;1;H
1411-08-08;Karsiyaka;Adanaspor;0-0;0;0;D
1411-08-08;Besiktas;Boluspor;1-0;1;0;H
1411-08-09;Sariyer;Galatasaray;2-2;2;2;D
1411-08-09;Zeytinburnuspor;Aydinspor;1-0;1;0;H
1411-08-09;Konyaspor;Gaziantepspor;2-1;2;1;H
1411-08-09;Bursaspor;Bakirkoyspor;1-4;1;4;A
1411-08-09;Trabzonspor;Genclerbirligi;2-1;2;1;H
1411-08-09;MKE Ankaragucu;Fenerbahce;3-3;3;3;D
1411-08-15;Adanaspor;Bursaspor;0-4;0;4;A
1411-08-15;Galatasaray;Trabzonspor;3-1;3;1;H
1411-08-16;Gaziantepspor;MKE Ankaragucu;1-0;1;0;H
1411-08-16;Genclerbirligi;Karsiyaka;1-0;1;0;H
1411-08-16;Aydinspor;Konyaspor;2-1;2;1;H
1411-08-16;Bakirkoyspor;Besiktas;2-4;2;4;A
1411-08-16;Fenerbahce;Sariyer;0-0;0;0;D
1411-08-16;Boluspor;Zeytinburnuspor;0-0;0;0;D
1411-08-22;Sariyer;Gaziantepspor;2-1;2;1;H
1411-08-22;Trabzonspor;Fenerbahce;3-0;3;0;H
1411-08-23;MKE Ankaragucu;Aydinspor;3-1;3;1;H
1411-08-23;Bakirkoyspor;Adanaspor;3-0;3;0;H
1411-08-23;Karsiyaka;Galatasaray;1-2;1;2;A
1411-08-23;Konyaspor;Boluspor;0-1;0;1;A
1411-08-23;Besiktas;Zeytinburnuspor;5-0;5;0;H
1411-08-23;Bursaspor;Genclerbirligi;2-2;2;2;D
1411-08-29;Fenerbahce;Karsiyaka;3-3;3;3;D
1411-08-29;Zeytinburnuspor;Konyaspor;2-2;2;2;D
1411-09-01;Adanaspor;Besiktas;0-0;0;0;D
1411-09-01;Gaziantepspor;Trabzonspor;0-0;0;0;D
1411-09-01;Genclerbirligi;Bakirkoyspor;1-1;1;1;D
1411-09-01;Aydinspor;Sariyer;1-1;1;1;D
1411-09-01;Galatasaray;Bursaspor;2-1;2;1;H
1411-09-01;Boluspor;MKE Ankaragucu;0-0;0;0;D
1411-09-07;Besiktas;Konyaspor;3-0;3;0;H
1411-09-08;Trabzonspor;Aydinspor;0-0;0;0;D
1411-09-08;Adanaspor;Genclerbirligi;1-1;1;1;D
1411-09-08;Karsiyaka;Gaziantepspor;1-0;1;0;H
1411-09-08;Bakirkoyspor;Galatasaray;0-2;0;2;A
1411-09-08;Sariyer;Boluspor;2-0;2;0;H
1411-09-08;Bursaspor;Fenerbahce;2-0;2;0;H
1411-09-08;MKE Ankaragucu;Zeytinburnuspor;2-2;2;2;D
1411-09-14;Galatasaray;Adanaspor;5-2;5;2;H
1411-09-15;Boluspor;Trabzonspor;2-0;2;0;H
1411-09-15;Gaziantepspor;Bursaspor;1-2;1;2;A
1411-09-15;Genclerbirligi;Besiktas;2-0;2;0;H
1411-09-15;Konyaspor;MKE Ankaragucu;3-2;3;2;H
1411-09-15;Aydinspor;Karsiyaka;1-0;1;0;H
1411-09-15;Fenerbahce;Bakirkoyspor;1-0;1;0;H
1411-09-15;Zeytinburnuspor;Sariyer;1-1;1;1;D
1411-09-21;Sariyer;Konyaspor;1-1;1;1;D
1411-09-22;Adanaspor;Fenerbahce;3-2;3;2;H
1411-09-22;Genclerbirligi;Galatasaray;0-3;0;3;A
1411-09-22;Bakirkoyspor;Gaziantepspor;7-2;7;2;H
1411-09-22;Besiktas;MKE Ankaragucu;3-0;3;0;H
1411-09-22;Bursaspor;Aydinspor;2-2;2;2;D
1411-09-22;Karsiyaka;Boluspor;0-0;0;0;D
1411-09-22;Trabzonspor;Zeytinburnuspor;1-1;1;1;D
1411-10-05;Zeytinburnuspor;Karsiyaka;1-2;1;2;A
1411-10-05;Galatasaray;Besiktas;2-3;2;3;A
1411-10-06;Aydinspor;Bakirkoyspor;0-0;0;0;D
1411-10-06;Boluspor;Bursaspor;0-0;0;0;D
1411-10-06;Gaziantepspor;Adanaspor;0-0;0;0;D
1411-10-06;MKE Ankaragucu;Sariyer;0-1;0;1;A
1411-10-06;Fenerbahce;Genclerbirligi;2-1;2;1;H
1411-10-06;Konyaspor;Trabzonspor;3-1;3;1;H
1411-10-19;Galatasaray;Fenerbahce;4-1;4;1;H
1411-10-19;Trabzonspor;MKE Ankaragucu;0-1;0;1;A
1411-10-20;Karsiyaka;Konyaspor;0-1;0;1;A
1411-10-20;Genclerbirligi;Gaziantepspor;2-2;2;2;D
1411-10-20;Bursaspor;Zeytinburnuspor;0-1;0;1;A
1411-10-20;Bakirkoyspor;Boluspor;3-1;3;1;H
1411-10-20;Besiktas;Sariyer;1-0;1;0;H
1411-10-20;Adanaspor;Aydinspor;2-2;2;2;D
1411-10-26;Fenerbahce;Besiktas;0-2;0;2;A
1411-10-27;Sariyer;Trabzonspor;1-1;1;1;D
1411-10-27;MKE Ankaragucu;Karsiyaka;1-0;1;0;H
1411-10-27;Zeytinburnuspor;Bakirkoyspor;1-3;1;3;A
1411-10-27;Boluspor;Adanaspor;4-1;4;1;H
1411-10-27;Aydinspor;Genclerbirligi;1-1;1;1;D
1411-10-27;Gaziantepspor;Galatasaray;1-0;1;0;H
1411-10-27;Konyaspor;Bursaspor;1-0;1;0;H
1411-11-04;Bursaspor;MKE Ankaragucu;1-0;1;0;H
1411-11-04;Fenerbahce;Gaziantepspor;2-0;2;0;H
1411-11-05;Bakirkoyspor;Konyaspor;2-0;2;0;H
1411-11-05;Galatasaray;Aydinspor;6-2;6;2;H
1411-11-05;Genclerbirligi;Boluspor;0-0;0;0;D
1411-11-05;Karsiyaka;Sariyer;2-2;2;2;D
1411-11-05;Trabzonspor;Besiktas;3-3;3;3;D
1411-11-05;Adanaspor;Zeytinburnuspor;1-3;1;3;A
1412-02-20;Galatasaray;Sariyer;2-0;2;0;H
1412-02-21;Trabzonspor;Samsunspor;4-1;4;1;H
1412-02-21;Adana Demirspor;Gaziantepspor;0-1;0;1;A
1412-02-21;MKE Ankaragucu;Bakirkoyspor;2-0;2;0;H
1412-02-21;Konyaspor;Bursaspor;0-0;0;0;D
1412-02-21;Fenerbahce;Aydinspor;1-2;1;2;A
1412-02-21;Boluspor;Altay;4-1;4;1;H
1412-02-21;Besiktas;Genclerbirligi;1-1;1;1;D
1412-02-27;Galatasaray;MKE Ankaragucu;1-0;1;0;H
1412-02-27;Altay;Besiktas;1-2;1;2;A
1412-02-28;Bursaspor;Fenerbahce;1-2;1;2;A
1412-02-28;Gaziantepspor;Trabzonspor;2-1;2;1;H
1412-02-28;Genclerbirligi;Sariyer;4-3;4;3;H
1412-02-28;Samsunspor;Boluspor;2-2;2;2;D
1412-02-28;Aydinspor;Adana Demirspor;1-1;1;1;D
1412-02-28;Bakirkoyspor;Konyaspor;0-0;0;0;D
1412-03-05;Trabzonspor;Aydinspor;3-0;3;0;H
1412-03-05;Genclerbirligi;Galatasaray;0-0;0;0;D
1412-03-05;Besiktas;Samsunspor;5-1;5;1;H
1412-03-06;Fenerbahce;Bakirkoyspor;4-2;4;2;H
1412-03-06;Konyaspor;MKE Ankaragucu;2-4;2;4;A
1412-03-06;Boluspor;Gaziantepspor;1-1;1;1;D
1412-03-06;Sariyer;Altay;1-0;1;0;H
1412-03-06;Adana Demirspor;Bursaspor;2-1;2;1;H
1412-03-12;Bakirkoyspor;Adana Demirspor;1-1;1;1;D
1412-03-13;Altay;Genclerbirligi;3-2;3;2;H
1412-03-13;Aydinspor;Boluspor;2-1;2;1;H
1412-03-13;Galatasaray;Konyaspor;2-1;2;1;H
1412-03-13;Gaziantepspor;Besiktas;1-2;1;2;A
1412-03-13;MKE Ankaragucu;Fenerbahce;0-3;0;3;A
1412-03-13;Samsunspor;Sariyer;0-2;0;2;A
1412-03-13;Bursaspor;Trabzonspor;2-1;2;1;H
1412-03-19;Besiktas;Aydinspor;3-0;3;0;H
1412-03-19;Altay;Galatasaray;0-1;0;1;A
1412-03-20;Trabzonspor;Bakirkoyspor;2-1;2;1;H
1412-03-20;Adana Demirspor;MKE Ankaragucu;1-1;1;1;D
1412-03-20;Genclerbirligi;Samsunspor;2-1;2;1;H
1412-03-20;Fenerbahce;Konyaspor;4-1;4;1;H
1412-03-20;Sariyer;Gaziantepspor;2-0;2;0;H
1412-03-20;Boluspor;Bursaspor;2-1;2;1;H
1412-03-26;Galatasaray;Fenerbahce;0-2;0;2;A
1412-03-27;Gaziantepspor;Genclerbirligi;0-1;0;1;A
1412-03-27;Konyaspor;Adana Demirspor;8-0;8;0;H
1412-03-27;MKE Ankaragucu;Trabzonspor;0-0;0;0;D
1412-03-27;Samsunspor;Altay;1-1;1;1;D
1412-03-27;Aydinspor;Sariyer;2-0;2;0;H
1412-03-27;Bakirkoyspor;Boluspor;2-0;2;0;H
1412-03-27;Bursaspor;Besiktas;0-2;0;2;A
1412-04-10;Sariyer;Bursaspor;1-3;1;3;A
1412-04-10;Besiktas;Bakirkoyspor;4-2;4;2;H
1412-04-10;Genclerbirligi;Aydinspor;2-0;2;0;H
1412-04-10;Boluspor;MKE Ankaragucu;1-1;1;1;D
1412-04-10;Adana Demirspor;Fenerbahce;1-2;1;2;A
1412-04-10;Altay;Gaziantepspor;1-1;1;1;D
1412-04-10;Trabzonspor;Konyaspor;4-0;4;0;H
1412-04-17;MKE Ankaragucu;Besiktas;1-2;1;2;A
1412-04-17;Fenerbahce;Trabzonspor;4-1;4;1;H
1412-04-18;Gaziantepspor;Samsunspor;4-2;4;2;H
1412-04-18;Konyaspor;Boluspor;0-0;0;0;D
1412-04-18;Aydinspor;Altay;2-1;2;1;H
1412-04-18;Bursaspor;Genclerbirligi;1-1;1;1;D
1412-04-18;Galatasaray;Adana Demirspor;2-1;2;1;H
1412-04-18;Bakirkoyspor;Sariyer;1-2;1;2;A
1412-04-24;Besiktas;Konyaspor;1-0;1;0;H
1412-04-24;Sariyer;MKE Ankaragucu;0-0;0;0;D
1412-04-24;Gaziantepspor;Galatasaray;0-1;0;1;A
1412-04-25;Altay;Bursaspor;1-0;1;0;H
1412-04-25;Trabzonspor;Adana Demirspor;4-0;4;0;H
1412-04-25;Samsunspor;Aydinspor;1-1;1;1;D
1412-04-25;Genclerbirligi;Bakirkoyspor;2-4;2;4;A
1412-04-25;Boluspor;Fenerbahce;0-1;0;1;A
1412-05-03;Samsunspor;Galatasaray;1-2;1;2;A
1412-05-09;Fenerbahce;Besiktas;2-2;2;2;D
1412-05-10;MKE Ankaragucu;Genclerbirligi;3-3;3;3;D
1412-05-10;Konyaspor;Sariyer;1-0;1;0;H
1412-05-10;Bursaspor;Samsunspor;2-0;2;0;H
1412-05-10;Bakirkoyspor;Altay;1-1;1;1;D
1412-05-10;Aydinspor;Gaziantepspor;2-2;2;2;D
1412-05-10;Adana Demirspor;Boluspor;3-1;3;1;H
1412-05-10;Galatasaray;Trabzonspor;1-1;1;1;D
1412-05-16;Besiktas;Adana Demirspor;1-1;1;1;D
1412-05-16;Boluspor;Trabzonspor;0-1;0;1;A
1412-05-17;Altay;MKE Ankaragucu;1-3;1;3;A
1412-05-17;Aydinspor;Galatasaray;1-1;1;1;D
1412-05-17;Gaziantepspor;Bursaspor;1-1;1;1;D
1412-05-17;Genclerbirligi;Konyaspor;1-1;1;1;D
1412-05-17;Samsunspor;Bakirkoyspor;0-1;0;1;A
1412-05-17;Sariyer;Fenerbahce;4-1;4;1;H
1412-05-23;Fenerbahce;Genclerbirligi;3-1;3;1;H
1412-05-24;Trabzonspor;Besiktas;2-3;2;3;A
1412-05-24;Adana Demirspor;Sariyer;1-1;1;1;D
1412-05-24;MKE Ankaragucu;Samsunspor;2-2;2;2;D
1412-05-24;Bursaspor;Aydinspor;1-1;1;1;D
1412-05-24;Galatasaray;Boluspor;2-1;2;1;H
1412-05-24;Konyaspor;Altay;2-0;2;0;H
1412-05-24;Bakirkoyspor;Gaziantepspor;2-2;2;2;D
1412-05-30;Bursaspor;Galatasaray;0-4;0;4;A
1412-06-01;Altay;Fenerbahce;0-2;0;2;A
1412-06-01;Aydinspor;Bakirkoyspor;1-0;1;0;H
1412-06-01;Besiktas;Boluspor;1-0;1;0;H
1412-06-01;Gaziantepspor;MKE Ankaragucu;0-0;0;0;D
1412-06-01;Genclerbirligi;Adana Demirspor;1-1;1;1;D
1412-06-01;Samsunspor;Konyaspor;2-1;2;1;H
1412-06-07;Galatasaray;Besiktas;0-1;0;1;A
1412-06-08;Adana Demirspor;Altay;1-2;1;2;A
1412-06-08;Trabzonspor;Genclerbirligi;1-0;1;0;H
1412-06-08;MKE Ankaragucu;Aydinspor;0-1;0;1;A
1412-06-08;Konyaspor;Gaziantepspor;3-0;3;0;H
1412-06-08;Fenerbahce;Samsunspor;2-0;2;0;H
1412-06-08;Boluspor;Sariyer;2-1;2;1;H
1412-06-08;Bakirkoyspor;Bursaspor;2-2;2;2;D
1412-06-11;Sariyer;Trabzonspor;1-3;1;3;A
1412-06-14;Galatasaray;Bakirkoyspor;2-1;2;1;H
1412-06-15;Genclerbirligi;Boluspor;3-0;3;0;H
1412-06-15;Gaziantepspor;Fenerbahce;0-0;0;0;D
1412-06-15;Aydinspor;Konyaspor;2-0;2;0;H
1412-06-15;Altay;Trabzonspor;0-1;0;1;A
1412-06-15;Sariyer;Besiktas;0-5;0;5;A
1412-06-15;Samsunspor;Adana Demirspor;4-0;4;0;H
1412-06-15;Bursaspor;MKE Ankaragucu;1-0;1;0;H
1412-08-04;Sariyer;Galatasaray;1-0;1;0;H
1412-08-05;Samsunspor;Trabzonspor;1-3;1;3;A
1412-08-05;Altay;Boluspor;1-0;1;0;H
1412-08-05;Gaziantepspor;Adana Demirspor;2-1;2;1;H
1412-08-05;Aydinspor;Fenerbahce;0-3;0;3;A
1412-08-05;Bakirkoyspor;MKE Ankaragucu;4-1;4;1;H
1412-08-05;Bursaspor;Konyaspor;1-0;1;0;H
1412-08-05;Genclerbirligi;Besiktas;0-0;0;0;D
1412-08-11;Fenerbahce;Bursaspor;3-1;3;1;H
1412-08-12;Adana Demirspor;Aydinspor;1-0;1;0;H
1412-08-12;Boluspor;Samsunspor;2-0;2;0;H
1412-08-12;Konyaspor;Bakirkoyspor;0-0;0;0;D
1412-08-12;MKE Ankaragucu;Galatasaray;0-3;0;3;A
1412-08-12;Besiktas;Altay;3-1;3;1;H
1412-08-12;Sariyer;Genclerbirligi;1-1;1;1;D
1412-08-12;Trabzonspor;Gaziantepspor;5-1;5;1;H
1412-08-18;Samsunspor;Besiktas;1-2;1;2;A
1412-08-18;Aydinspor;Trabzonspor;1-2;1;2;A
1412-08-18;Galatasaray;Genclerbirligi;3-1;3;1;H
1412-08-19;Gaziantepspor;Boluspor;2-0;2;0;H
1412-08-19;MKE Ankaragucu;Konyaspor;0-0;0;0;D
1412-08-19;Altay;Sariyer;1-0;1;0;H
1412-08-20;Bakirkoyspor;Fenerbahce;0-1;0;1;A
1412-08-20;Bursaspor;Adana Demirspor;4-0;4;0;H
1412-08-24;Besiktas;Gaziantepspor;2-0;2;0;H
1412-08-26;Fenerbahce;MKE Ankaragucu;4-1;4;1;H
1412-08-26;Adana Demirspor;Bakirkoyspor;2-3;2;3;A
1412-08-26;Sariyer;Samsunspor;2-1;2;1;H
1412-08-26;Boluspor;Aydinspor;0-2;0;2;A
1412-08-26;Trabzonspor;Bursaspor;2-2;2;2;D
1412-08-26;Genclerbirligi;Altay;0-0;0;0;D
1412-09-03;Bakirkoyspor;Trabzonspor;1-2;1;2;A
1412-09-04;Gaziantepspor;Sariyer;0-0;0;0;D
1412-09-04;Konyaspor;Fenerbahce;1-2;1;2;A
1412-09-04;MKE Ankaragucu;Adana Demirspor;1-1;1;1;D
1412-09-04;Samsunspor;Genclerbirligi;2-2;2;2;D
